Points:0;Points:1;Points:2;Young Modulus
25;-70;75;355908
20;-35;75;368309
15;-75;80;169138
20;-70;80;161065
15;-75;85;386962
10;-55;105;455839
15;-40;90;639046
30;-15;60;395493
25;-20;60;371911
30;-15;55;470158
30;-20;55;507950
15;-80;85;419956
15;-75;95;849157
15;-80;90;626506
10;-75;80;138393
10;-85;100;1143378
10;-85;95;926118
10;-90;95;768947
20;-30;85;644704
20;-10;70;142922
25;-10;65;242926
20;-15;55;385831
25;-20;65;309323
25;-20;70;384424
25;-40;75;368309
20;-45;75;247700
25;-40;70;344767
25;-45;70;310592
25;-30;50;532990
25;-30;45;475655
25;-25;50;513348
30;-25;45;276320
20;-20;85;473901
20;-25;80;465970
25;-85;35;168184
25;-80;40;154706
20;-85;40;155657
10;-90;75;213455
10;-90;80;428771
10;-80;105;1796414
10;-65;105;966407
25;-5;30;213015
20;-15;30;224245
25;-10;25;222631
25;-15;25;257011
30;-20;35;452692
25;-20;40;287806
30;-20;40;333185
5;-95;95;259958
10;-70;105;1627302
25;-65;100;1152314
20;-70;100;1073466
25;-65;95;849157
25;-70;95;894311
20;-20;60;371483
25;-15;55;432789
15;-25;90;690888
20;-25;85;594007
20;-30;45;326052
25;-25;45;374930
20;-30;80;506213
20;-40;60;212431
15;-25;100;879006
20;-25;95;696473
15;-20;100;529854
10;-75;105;1999507
10;-85;105;1531591
25;-25;65;350178
25;-25;60;371705
25;-30;60;346035
15;-80;75;120980
15;-80;80;202259
10;-90;90;572618
20;-40;70;360938
25;-35;65;386435
20;-35;70;344767
25;-35;70;350919
15;-85;90;580958
20;-80;85;450070
25;-30;70;386100
25;-30;65;371618
20;-25;65;334674
15;-80;95;892790
15;-80;100;1198416
25;-20;45;267740
30;-20;45;225197
10;-90;70;165991
10;-85;70;203269
10;-95;95;212187
10;-90;105;995907
10;-95;85;195236
15;-90;80;333106
15;-90;85;455082
25;-25;75;426066
25;-25;80;474507
15;-30;75;337372
20;-30;75;381301
15;-50;100;1062653
20;-75;85;454085
25;-70;80;249657
20;-70;85;346958
25;-70;85;454085
20;-30;95;806658
15;-75;100;1152314
30;-10;45;398624
25;-15;45;268908
15;-20;105;716478
15;-35;75;322013
15;-85;70;367851
15;-85;75;171893
30;-5;35;440881
15;-85;80;290520
40;-10;35;380828
40;-10;30;474900
40;-15;30;448956
25;-25;55;521458
30;-20;50;382672
25;-20;55;514127
15;-60;100;1068918
15;-60;105;966407
30;-10;20;371799
30;-5;25;245621
30;-10;25;348871
15;-60;95;385351
15;-40;70;245385
20;-40;65;307837
20;-15;85;240262
30;-10;55;436179
30;-10;50;297626
30;-15;50;314191
15;-55;100;1064392
15;-20;45;125595
20;-20;40;160317
25;-25;85;547658
25;-30;80;545537
15;-25;105;1493093
15;-40;75;247700
20;-20;30;191944
25;-20;25;296989
15;-40;105;1742966
20;-40;100;1334627
15;-30;105;1588504
10;-45;80;183706
15;-45;75;182056
15;-45;105;1472768
20;-45;100;1405827
15;-45;85;454073
40;-10;40;439490
40;-15;35;408704
15;-45;70;200204
10;-45;75;121288
20;-40;80;541581
20;-30;60;384942
25;-20;85;343110
25;-20;80;346701
20;-75;70;515420
25;-70;65;388071
20;-70;70;274613
20;-40;85;702087
20;-45;80;478181
10;-45;70;122558
15;-50;95;644851
30;-5;45;510010
35;-5;40;470062
20;-10;45;238354
20;-5;50;343164
10;-50;90;156385
15;-50;85;262282
35;-10;20;484190
35;-5;25;352076
35;-10;25;391177
35;-30;50;474979
35;-30;45;276320
35;-25;50;381592
40;-25;45;206412
20;-15;75;323675
25;-15;70;320625
25;-10;70;130560
25;-15;65;287377
15;-50;90;357328
20;-60;95;788936
20;-60;90;361957
20;-65;90;414274
20;-70;90;536938
20;-10;30;124959
15;-50;105;1085468
25;-35;60;368642
25;-35;55;334782
15;-55;105;951532
25;-40;50;235202
30;-35;45;475655
25;-35;50;590215
30;-35;50;532990
20;-45;85;663365
20;-50;80;373673
15;-55;95;494638
20;-40;55;217937
25;-60;95;920932
25;-60;90;560427
25;-65;90;571913
15;-90;75;265346
10;-95;75;136392
15;-90;70;421532
15;-95;70;275885
10;-95;80;171799
15;-95;75;239194
25;-25;70;411431
25;-5;65;235424
20;-65;85;258684
20;-75;65;388071
20;-70;65;150529
20;-10;35;168157
15;-85;65;342532
15;-80;70;167546
15;-85;60;213810
15;-80;65;214103
10;-85;65;162234
20;-20;35;192907
15;-75;75;166591
25;-15;60;381043
15;-85;100;930802
15;-85;95;776274
15;-90;95;534152
20;-75;80;249657
30;-20;60;391071
20;-75;105;1747536
20;-75;100;1241816
20;-70;105;1611080
25;-70;100;1241816
25;-30;55;462415
15;-35;55;106478
30;-40;45;326052
35;-35;40;265794
35;-35;45;374930
25;-10;50;395914
25;-15;50;341337
20;-75;50;207713
25;-70;45;174436
20;-70;50;114801
25;-70;50;207713
20;-30;105;1627870
25;-65;75;166591
25;-60;80;138393
20;-65;80;101337
25;-65;80;169138
20;-40;75;311750
25;-35;75;396048
20;-45;65;192807
25;-10;55;411426
20;-25;35;128161
20;-25;30;149416
25;-20;30;320676
20;-25;40;131270
25;-20;35;286968
10;-90;65;141288
20;-25;45;422214
25;-75;85;468961
30;-70;80;280646
30;-70;85;450070
20;-55;90;398669
20;-55;95;837070
15;-80;105;1758882
15;-65;105;1141062
35;-5;30;399766
25;-35;80;534186
30;-15;25;364158
25;-30;90;716489
25;-30;95;817340
15;-70;105;1613261
30;-65;100;1198416
30;-65;95;892790
30;-70;95;821038
25;-15;80;257109
15;-50;70;122558
20;-45;70;245385
15;-50;75;121288
15;-50;80;183706
20;-50;95;842798
20;-50;100;1355854
20;-40;90;765886
20;-45;90;639046
15;-80;60;183415
25;-20;50;458335
15;-75;70;281898
30;-10;65;149078
30;-10;70;112268
15;-75;65;270350
30;-20;30;412028
15;-75;105;1722928
15;-85;105;1531901
15;-90;100;498056
25;-40;100;1139012
20;-45;105;1742966
25;-45;100;1328165
25;-35;85;676473
25;-40;65;365481
25;-25;25;261418
25;-25;20;116764
30;-20;20;399431
15;-85;55;272653
20;-80;50;278291
15;-80;55;196741
20;-80;55;354670
20;-80;75;324542
20;-80;80;280646
15;-95;80;196967
15;-90;90;460468
25;-25;95;612747
25;-25;30;359444
30;-20;25;348718
25;-20;75;433713
20;-80;45;216850
15;-85;45;162256
20;-85;45;272113
20;-50;70;174846
25;-45;65;206155
25;-50;65;148918
30;-30;70;377508
30;-30;65;375658
30;-35;65;371618
15;-80;50;134052
20;-75;55;302751
20;-75;60;252837
20;-80;60;290675
20;-80;65;353031
15;-90;60;245785
15;-90;65;357889
20;-80;95;821038
20;-80;100;1208378
20;-80;70;470250
25;-40;60;379556
15;-95;90;171164
10;-95;105;316496
15;-90;105;737721
25;-40;55;290109
30;-25;65;332407
30;-25;60;392802
30;-30;60;363114
15;-95;85;195448
15;-95;95;276468
20;-90;80;331339
20;-90;85;404875
30;-20;65;248881
30;-20;70;298990
15;-85;50;177051
30;-20;75;357135
30;-20;80;350813
30;-25;75;367821
30;-25;80;445420
30;-25;40;280474
25;-30;40;248277
30;-30;35;434878
20;-15;80;283569
25;-20;90;257260
25;-20;95;201991
20;-25;90;655302
25;-5;50;391051
20;-40;95;1007397
20;-35;50;235202
20;-20;100;359335
20;-25;100;855837
20;-85;85;418291
25;-75;75;427163
30;-70;70;470250
30;-70;75;324542
20;-20;105;457523
20;-25;105;1518749
35;-5;35;425628
45;-10;35;375804
45;-10;30;503458
45;-15;30;488429
35;-20;30;453261
35;-20;25;397972
40;-15;25;419252
20;-60;100;1417514
20;-60;105;1627302
30;-20;90;222578
30;-20;95;180946
30;-5;65;185295
40;-5;35;454924
40;-5;40;501655
20;-15;25;132880
20;-45;95;917956
25;-35;90;788485
25;-35;95;835400
25;-75;55;339293
30;-70;50;278291
25;-70;55;302751
30;-5;50;347823
25;-5;55;287060
30;-5;55;342540
20;-55;100;1428016
20;-50;90;488015
20;-35;105;1667798
25;-40;45;229354
30;-35;40;248277
25;-35;45;403398
20;-50;75;197999
30;-5;60;208574
30;-30;30;425244
30;-5;20;342272
25;-5;25;230088
30;-40;50;518068
35;-35;50;513348
25;-20;20;209882
30;-15;20;379501
20;-40;105;1870024
25;-30;75;409407
20;-50;85;504338
25;-20;15;200876
30;-15;15;336944
30;-20;15;325096
30;-20;85;215997
25;-75;70;574318
30;-70;65;353031
35;-85;35;382414
35;-80;40;207103
35;-85;40;248562
20;-85;70;509871
20;-85;75;351632
20;-85;80;314933
40;-10;20;483280
40;-5;25;450396
40;-10;25;410850
25;-55;90;534010
25;-55;85;465460
25;-60;85;344536
45;-10;40;332199
40;-15;40;473743
45;-15;35;356315
30;-35;55;462415
30;-35;60;346035
20;-70;60;156385
25;-80;75;457169
25;-75;80;319666
25;-80;80;364276
30;-10;60;298720
30;-15;10;361527
30;-20;10;204429
25;-30;100;983812
25;-35;100;993346
25;-45;75;322013
25;-50;70;157651
25;-10;20;221346
30;-15;65;246423
20;-85;95;592048
25;-80;95;718378
15;-55;90;101568
20;-55;85;314040
40;-10;45;375060
35;-15;45;310506
20;-85;90;512488
25;-15;20;298763
30;-10;15;413861
20;-50;105;1655626
40;-30;50;382672
40;-30;45;225197
40;-25;50;329347
45;-25;45;310506
25;-25;90;577947
25;-15;75;266795
20;-55;105;1652708
25;-25;100;561153
25;-75;65;388937
20;-85;50;375169
25;-30;30;333776
30;-25;25;379850
30;-30;25;425406
20;-90;55;407846
15;-95;55;111654
20;-90;50;408446
20;-95;50;295049
20;-90;60;340278
15;-95;60;136122
20;-95;55;348525
20;-90;65;430673
15;-95;65;239387
20;-95;60;340864
20;-90;70;536222
20;-95;65;344288
20;-90;75;421471
20;-95;70;489199
20;-95;75;338406
30;-25;70;313898
35;-5;15;619340
25;-80;85;440999
20;-85;65;390271
20;-85;55;324296
20;-85;60;335619
30;-75;70;545606
35;-70;65;390271
35;-70;70;509871
30;-25;55;553618
20;-60;85;266829
20;-85;100;773433
20;-90;95;448011
30;-40;100;950363
25;-45;105;1859184
30;-45;100;1134610
35;-20;35;462842
25;-75;105;1858498
25;-75;100;1336307
25;-70;105;1747536
30;-70;100;1208378
20;-35;45;229354
30;-30;55;518917
30;-40;40;66549
35;-35;35;307461
35;-40;45;422214
40;-35;40;287806
40;-35;45;267740
20;-75;45;174436
25;-75;45;260616
30;-70;40;64154
30;-70;45;216850
25;-50;100;1481044
25;-50;105;1848221
25;-55;100;1594127
25;-75;50;367310
25;-30;85;630856
35;-5;45;526083
25;-45;90;718900
25;-45;85;645283
25;-50;85;544422
25;-70;90;621022
25;-50;90;622164
15;-90;45;124468
15;-90;40;132598
15;-90;50;171132
15;-90;55;231951
20;-45;60;118724
25;-40;80;542160
25;-40;85;678783
20;-80;105;1649408
20;-65;105;1613261
30;-30;95;834962
30;-25;100;404771
30;-30;100;850435
40;-5;30;465411
20;-90;90;405468
25;-85;30;235540
25;-80;35;131237
20;-85;35;64097
20;-55;75;129355
25;-50;75;207958
20;-55;80;184572
25;-50;80;357463
25;-55;95;988847
35;-15;55;412056
20;-80;40;64154
35;-25;55;507758
25;-45;80;471116
25;-80;90;543021
25;-75;95;833251
25;-55;105;1932734
25;-60;100;1413937
30;-25;85;462300
30;-95;20;419284
25;-100;20;252175
30;-95;15;372283
30;-100;15;358231
20;-85;105;1378964
20;-90;100;307603
30;-75;85;440999
35;-70;80;314933
35;-70;85;418291
30;-35;70;386100
30;-40;65;369359
35;-65;100;930802
35;-65;95;776274
35;-70;95;592048
30;-25;10;165720
30;-25;5;240590
35;-20;5;323075
20;-95;80;192102
30;-30;90;623908
30;-25;95;559735
40;-25;55;470289
35;-30;55;553618
50;-10;25;457966
50;-5;30;400036
50;-10;30;496818
20;-90;35;104569
20;-90;40;189284
20;-90;45;314930
30;-55;95;1037323
30;-50;100;1323910
30;-55;100;1355503
25;-80;100;998450
40;-25;20;371305
40;-25;15;366338
40;-20;20;449369
45;-20;15;502143
25;-65;85;386962
30;-80;25;248322
25;-80;30;168836
30;-80;30;309787
35;-20;60;355387
30;-40;60;384942
20;-95;85;182502
20;-95;90;278423
20;-90;105;684292
30;-30;20;264403
35;-25;20;321635
35;-30;20;312510
30;-40;55;341582
35;-25;65;276786
35;-25;60;394113
35;-30;60;392802
20;-95;95;336371
30;-25;20;312510
30;-25;15;205939
35;-20;15;366338
25;-90;80;430679
25;-90;85;389293
35;-15;25;373623
35;-25;15;257135
35;-20;20;371305
40;-20;15;464160
35;-20;45;206412
35;-20;40;387381
35;-20;50;329347
35;-15;50;254984
40;-15;45;366487
40;-25;65;237905
35;-30;65;332407
40;-25;60;355387
40;-30;60;391071
20;-100;40;244974
20;-100;45;300029
15;-105;45;153791
20;-105;40;201812
20;-105;45;336130
30;-75;60;286203
35;-70;55;324296
35;-70;60;335619
35;-15;60;367965
35;-20;55;470289
25;-15;15;228064
30;-10;10;318101
30;-40;75;381301
30;-40;70;350161
30;-45;70;281547
30;-30;80;520145
25;-55;80;252066
25;-35;40;203268
25;-40;90;805439
25;-40;95;915493
25;-45;55;106478
25;-5;70;194937
25;-45;60;159329
25;-60;105;1999507
30;-75;55;298750
35;-70;50;375169
50;-10;20;437565
50;-5;25;325347
45;-10;25;428770
25;-25;105;1143292
35;-35;55;521458
35;-35;60;371705
45;-5;35;400971
45;-5;40;417667
30;-60;95;1028065
30;-60;90;739627
30;-65;90;626506
25;-45;95;988649
30;-35;90;716489
30;-35;95;817340
30;-5;15;324969
35;-5;10;408433
35;-20;10;283453
35;-10;10;569600
25;-30;105;1649232
25;-50;95;974437
30;-15;70;209734
45;-10;45;204654
45;-15;40;422516
25;-35;105;1693982
30;-45;95;902546
35;-10;60;234358
30;-30;40;284426
40;-30;20;399431
35;-35;20;116764
40;-30;15;325096
40;-35;15;200876
35;-10;5;398418
35;-15;5;479317
35;-15;15;467870
35;-15;10;461833
40;-85;35;424541
40;-80;40;256667
40;-85;40;300782
35;-5;20;499025
30;-35;75;409407
25;-40;105;1667798
30;-75;30;168836
30;-75;75;457169
35;-70;75;351632
35;-10;15;532113
40;-5;15;538020
30;-35;80;545537
25;-85;45;286358
25;-80;50;371169
25;-85;50;426026
30;-30;75;443823
30;-15;75;247459
30;-35;100;983812
30;-35;85;630856
25;-80;45;256987
35;-25;30;476219
35;-25;25;369585
35;-30;25;379850
35;-25;40;328425
35;-25;35;439751
35;-30;35;451290
35;-10;55;343363
35;-10;50;252392
35;-15;20;425470
35;-5;50;291502
35;-5;55;350517
35;-40;50;506072
40;-35;50;458335
30;-45;65;201797
30;-50;65;122475
25;-85;90;468285
25;-85;85;433036
35;-30;30;408496
35;-20;85;162087
35;-20;80;227048
35;-25;80;377031
30;-25;90;508071
25;-85;70;547643
25;-85;75;502821
25;-85;80;407382
25;-75;40;118862
30;-75;80;364276
25;-80;55;298750
25;-80;60;286203
30;-45;75;337372
30;-50;70;147043
25;-80;65;374097
30;-50;95;1014063
25;-80;70;545606
30;-75;65;374097
30;-65;80;202259
30;-60;85;463445
30;-65;85;419956
25;-90;45;320065
20;-95;45;258688
25;-90;40;247052
25;-95;40;325934
25;-90;50;427405
25;-95;45;370771
25;-90;55;442315
25;-95;50;444255
25;-90;60;384491
25;-95;55;450976
25;-90;65;424991
25;-95;60;416739
25;-90;70;580894
25;-95;65;378804
25;-90;75;530846
25;-95;70;525229
25;-95;75;464450
25;-85;100;582033
25;-85;95;466165
25;-90;95;409311
30;-75;90;543021
35;-40;35;128161
40;-35;30;320676
40;-35;35;286968
25;-85;65;379574
25;-85;55;352549
25;-85;60;330152
30;-40;95;806658
45;-10;20;433917
45;-5;25;494704
45;-15;20;421951
35;-15;65;187564
30;-75;105;1802452
30;-75;100;998450
30;-70;105;1649408
35;-70;100;773433
25;-35;35;100590
35;-40;40;131270
25;-75;35;84575
25;-65;65;270350
25;-65;70;281898
40;-40;45;351032
45;-35;40;344667
45;-35;45;268908
30;-60;80;235609
30;-75;45;256987
35;-70;40;155657
35;-70;45;272113
30;-50;80;383198
30;-50;85;565603
30;-75;50;371169
30;-30;85;581589
40;-5;45;328358
30;-70;90;598244
30;-55;80;306232
30;-80;95;483190
20;-95;40;261840
25;-90;35;244202
25;-95;35;316035
20;-90;30;85058
35;-30;15;205939
30;-40;80;506213
30;-40;85;644704
35;-10;65;87053
25;-80;105;1802452
25;-65;105;1722928
30;-55;85;549347
45;-5;30;494212
25;-90;90;404704
30;-40;90;770134
25;-95;30;333439
20;-100;30;137067
25;-95;25;258408
25;-100;25;205927
20;-100;35;172213
25;-100;30;302329
25;-90;30;313977
20;-95;30;112313
25;-90;25;189506
25;-100;35;384372
25;-100;40;449958
20;-100;50;244193
25;-100;45;477635
20;-100;55;309523
25;-100;50;481135
20;-100;60;197244
25;-100;55;476299
20;-100;65;143523
25;-100;60;323689
20;-100;70;111309
25;-100;65;305789
30;-50;75;185864
45;-45;65;197017
45;-45;60;154219
45;-40;65;360235
50;-40;60;148817
35;-25;85;320844
35;-30;80;445420
20;-95;35;102189
40;-15;55;285488
30;-85;90;438394
30;-85;85;467866
30;-90;85;378756
30;-45;60;213049
30;-45;80;438827
30;-45;85;586637
35;-20;65;237905
35;-20;70;255714
35;-20;75;195421
35;-30;70;313898
35;-35;65;350178
35;-95;20;493179
30;-100;20;463297
35;-95;15;453577
35;-100;15;514613
45;-25;55;412056
40;-30;55;507950
45;-25;50;254984
45;-30;50;314191
35;-35;75;426066
35;-35;70;411431
35;-40;70;404026
25;-85;105;886820
25;-90;100;304798
35;-75;85;433036
40;-70;80;331339
40;-70;85;404875
30;-45;90;755555
30;-60;100;1293935
35;-25;10;190222
35;-25;5;210569
40;-20;5;425843
35;-40;60;344380
25;-95;80;215872
30;-85;30;453388
35;-80;25;262798
35;-80;30;453388
30;-80;90;520787
40;-20;35;464403
40;-20;30;452231
40;-40;35;192907
45;-35;30;395867
45;-35;35;332350
30;-50;90;717017
35;-25;75;263811
35;-55;95;899887
35;-50;100;1000533
35;-55;100;996514
35;-40;65;334674
35;-40;55;464090
35;-30;10;165720
40;-25;10;283453
40;-10;55;227012
40;-10;50;200332
40;-15;50;184912
30;-55;90;777049
25;-85;25;190440
35;-25;70;283806
30;-85;100;355486
30;-85;95;413397
30;-90;95;257265
40;-20;50;248428
25;-95;85;199342
25;-95;90;256266
25;-90;105;533596
35;-65;80;290520
35;-60;85;492211
35;-65;85;434230
35;-30;75;367821
35;-30;90;508071
35;-25;95;325162
35;-30;95;559735
40;-20;25;440597
45;-15;25;399735
20;-105;35;242997
20;-105;50;437354
20;-105;55;185606
25;-100;70;216822
40;-20;45;297774
40;-20;40;410196
45;-15;45;298947
45;-25;65;187564
40;-30;65;248881
45;-25;60;367965
45;-30;60;395493
25;-105;30;210825
25;-105;35;354210
25;-105;40;523647
25;-105;45;484593
25;-105;50;470865
25;-105;55;487364
25;-30;25;260298
30;-75;35;131237
35;-75;60;330152
40;-70;55;407846
40;-70;60;340278
35;-35;100;561153
30;-40;105;1627870
35;-40;100;855837
30;-35;25;260298
40;-5;5;299699
30;-35;30;333776
30;-35;35;252751
30;-45;55;180623
30;-15;80;218413
30;-60;105;1796414
35;-75;55;352549
40;-70;50;408446
30;-25;105;562760
40;-35;55;514127
40;-35;60;371911
50;-5;35;293550
35;-60;95;926118
35;-60;90;706718
35;-65;90;580958
30;-45;105;1588504
35;-45;100;879006
30;-80;85;451023
35;-35;90;577947
35;-35;95;612747
40;-5;10;526826
40;-20;10;352247
40;-10;10;458476
40;-10;5;442731
30;-30;105;1630934
30;-85;65;399947
30;-80;70;545741
30;-85;70;559015
35;-15;70;140640
30;-20;5;387760
30;-35;105;1649232
35;-45;95;812795
35;-30;40;280474
45;-30;20;379501
40;-35;20;209882
45;-30;15;336944
45;-35;15;228064
40;-15;5;300152
40;-15;15;502143
40;-15;10;464676
40;-5;20;476422
40;-15;60;355936
40;-20;55;432488
35;-75;30;235540
30;-65;65;214103
30;-65;70;167546
30;-65;75;120980
35;-75;75;502821
40;-70;70;536222
40;-70;75;421471
40;-10;15;546476
45;-5;15;378107
35;-35;80;474507
30;-85;45;332430
30;-80;50;454019
30;-85;50;466189
35;-35;25;261418
35;-35;30;359444
35;-15;75;124862
35;-75;70;547643
40;-70;65;430673
35;-40;75;370271
35;-45;70;312017
45;-85;35;483458
45;-80;40;331061
45;-85;40;359839
35;-35;85;547658
30;-85;60;371016
30;-80;65;357433
30;-75;95;718378
40;-25;30;453261
40;-25;25;397972
40;-30;25;348718
40;-25;40;387381
40;-25;35;462842
40;-30;35;452692
30;-80;75;543443
30;-80;80;440856
40;-15;20;474125
40;-5;50;186555
40;-5;55;280362
40;-40;50;481109
45;-35;50;341337
40;-30;30;412028
30;-90;80;482460
45;-40;45;277705
50;-35;45;375205
30;-85;75;572550
30;-80;35;255130
30;-85;80;481070
30;-75;40;154706
35;-75;80;407382
30;-80;45;289231
30;-80;55;369900
30;-80;60;318214
30;-65;60;183415
35;-45;75;261989
35;-50;70;160236
35;-50;95;816261
35;-75;65;379574
30;-50;105;1827618
30;-90;45;268715
30;-90;40;256667
30;-95;40;331061
30;-90;50;445714
30;-95;45;317841
30;-90;55;455076
30;-95;50;418089
30;-90;60;425139
30;-95;55;469117
30;-90;65;434350
30;-95;60;452866
30;-90;70;581449
30;-95;65;424694
30;-90;75;609253
30;-95;70;497477
30;-95;75;485600
35;-75;90;468285
35;-30;100;404771
40;-20;60;397536
30;-55;105;1912459
30;-85;55;428067
35;-40;95;696473
30;-90;15;317960
25;-95;15;204812
30;-90;10;244112
30;-95;10;319687
30;-85;25;262798
30;-80;20;116794
30;-85;20;248782
35;-75;35;168184
40;-70;30;85058
35;-70;35;64097
40;-70;35;104569
30;-80;100;750002
40;-15;65;160635
25;-95;20;268287
25;-90;20;164368
30;-65;50;134052
30;-65;55;196741
40;-40;40;160317
35;-60;75;143136
35;-60;80;340706
50;-20;30;474900
45;-25;30;435526
50;-20;25;410850
50;-25;25;391177
35;-75;45;286358
40;-70;40;189284
40;-70;45;314930
35;-50;80;368778
35;-50;85;568647
35;-75;50;426026
35;-30;85;462300
35;-70;90;512488
35;-45;65;286233
35;-55;80;351853
40;-40;60;371483
45;-35;55;432789
45;-35;60;381043
35;-80;95;413397
30;-90;35;365106
30;-95;35;439900
35;-40;80;465970
35;-40;85;594007
30;-80;105;1468027
30;-65;105;1758882
35;-55;85;592067
55;-20;25;450396
55;-20;20;476422
55;-25;20;499025
45;-5;5;323267
35;-40;90;655302
30;-95;25;344185
30;-95;30;455627
30;-100;25;398627
30;-100;30;379620
30;-90;30;431010
30;-90;25;317168
30;-100;35;432226
30;-100;40;443011
30;-100;45;442843
30;-100;50;419363
30;-100;55;487490
30;-100;60;447480
30;-100;65;317585
35;-50;75;158856
45;-95;20;513851
40;-100;20;573733
45;-95;15;427747
45;-100;15;384778
30;-90;90;461961
40;-25;85;162087
40;-25;80;227048
40;-30;80;350813
45;-15;55;155985
35;-85;90;532723
35;-85;85;415329
35;-90;85;321207
30;-90;20;350996
35;-45;60;204553
35;-45;80;396102
35;-45;85;537534
40;-20;65;188719
40;-20;70;175097
40;-20;75;118285
40;-30;70;298990
40;-35;65;309323
40;-70;100;307603
40;-70;95;448011
40;-65;100;498056
45;-65;95;276468
40;-95;20;530255
35;-100;20;534427
40;-95;15;512959
40;-100;15;514689
40;-35;75;433713
40;-35;70;384424
40;-40;70;426699
30;-85;105;736791
30;-90;100;323658
40;-75;85;389293
45;-70;80;192102
45;-70;85;182502
35;-45;90;690888
35;-60;100;1143378
40;-25;5;323075
45;-20;5;300152
30;-95;80;336654
35;-85;30;464244
40;-80;25;317168
40;-80;30;431010
35;-80;90;438394
35;-50;90;745066
40;-25;75;195421
40;-55;95;906350
40;-50;100;611181
40;-55;100;881932
40;-40;65;388391
40;-40;55;451514
40;-30;10;204429
45;-25;10;461833
35;-55;90;834443
30;-85;15;205733
40;-25;70;255714
35;-85;100;281853
35;-85;95;250365
35;-90;95;198395
45;-20;50;184912
30;-95;85;198611
35;-30;5;240590
45;-25;20;425470
40;-65;80;333106
40;-60;85;554478
40;-65;85;455082
40;-30;75;357135
45;-85;10;418657
50;-80;5;281622
45;-80;10;319687
50;-80;10;247547
25;-105;25;131095
25;-105;20;126630
25;-105;60;220839
30;-100;70;276150
35;-60;70;203269
35;-60;65;162234
35;-65;65;342532
35;-65;70;367851
35;-65;75;171893
30;-105;15;246680
30;-105;20;359631
30;-105;25;318612
30;-105;30;370141
30;-105;35;378043
30;-105;40;478233
30;-105;45;451088
30;-105;50;391197
30;-105;55;498577
30;-105;60;449616
40;-75;60;384491
45;-70;55;348525
45;-70;60;340864
40;-30;5;387760
30;-30;15;143613
35;-25;90;282443
45;-15;50;120991
35;-45;50;211930
35;-45;55;214187
35;-60;105;1531591
40;-75;55;442315
45;-70;50;295049
40;-40;100;359335
35;-45;105;1493093
40;-45;100;529854
35;-80;85;467866
40;-35;90;257260
40;-35;95;201991
45;-5;10;312198
45;-20;10;464676
45;-10;10;367358
45;-10;5;200157
35;-30;105;562760
35;-85;65;437825
35;-80;70;559015
35;-85;70;577234
40;-15;70;111490
35;-35;105;1143292
40;-45;95;642250
40;-30;40;333185
45;-15;5;300022
45;-15;15;441478
45;-15;10;300058
45;-5;45;229740
50;-10;40;299215
50;-10;35;354718
50;-5;40;257279
55;-5;35;64696
40;-30;90;222578
40;-30;95;180946
45;-5;20;490436
35;-40;105;1518749
40;-60;100;711639
40;-60;105;995907
35;-65;105;1531901
45;-15;60;213863
45;-20;55;285488
40;-75;30;313977
45;-35;20;298763
35;-65;50;177051
35;-65;55;272653
35;-65;60;213810
40;-75;75;530846
45;-70;70;489199
45;-70;75;338406
45;-10;15;404541
50;-5;15;280613
40;-35;80;346701
35;-85;45;285632
35;-80;50;466189
35;-85;50;433191
40;-35;25;296989
40;-75;70;580894
45;-70;65;344288
40;-40;75;404122
40;-45;70;305041
40;-35;85;343110
35;-85;60;423903
35;-80;65;399947
35;-75;95;466165
45;-25;25;373623
45;-30;25;364158
45;-25;40;414622
45;-25;35;465350
45;-30;35;491038
35;-80;75;572550
35;-80;80;481070
50;-20;35;380828
50;-25;30;431320
40;-45;65;280698
40;-50;65;93139
45;-20;20;474125
45;-30;30;428566
35;-90;80;519776
35;-85;75;608444
35;-80;35;328035
35;-85;80;566531
35;-75;40;171834
40;-75;80;430679
35;-80;45;332430
35;-65;45;162256
35;-80;55;428067
35;-80;60;371016
40;-45;75;230568
40;-50;70;148647
40;-50;95;672236
35;-75;100;582033
40;-75;65;424991
35;-50;105;1459164
35;-85;15;250395
35;-90;45;240120
35;-90;40;300782
35;-95;40;359839
35;-90;50;407885
35;-95;45;327603
35;-90;55;461355
35;-95;50;355080
35;-90;60;431348
35;-95;55;442091
35;-90;65;447698
35;-95;60;402055
35;-90;70;587133
35;-95;65;382119
35;-90;75;590950
35;-95;70;413191
35;-95;75;302543
40;-75;90;404704
50;-15;10;367358
50;-10;15;296964
50;-15;15;404541
45;-20;60;355936
35;-55;105;1598066
35;-85;55;453487
35;-90;15;402474
35;-90;10;294959
35;-95;10;418657
35;-80;20;248782
35;-80;15;205733
35;-75;25;190440
35;-85;20;364027
35;-85;25;306551
45;-30;45;240698
40;-75;35;244202
45;-70;30;112313
45;-70;35;102189
35;-80;100;355486
45;-15;65;163946
35;-40;30;149416
45;-5;50;106470
45;-30;55;470158
40;-60;65;141288
40;-60;70;165991
40;-60;75;213455
40;-60;80;428771
50;-35;65;242926
50;-30;70;112268
45;-35;70;320625
50;-35;70;130560
40;-75;45;320065
45;-70;40;261840
45;-70;45;258688
40;-50;80;375069
40;-50;85;536889
40;-75;50;427405
40;-30;85;215997
50;-5;45;253389
55;-5;40;369774
40;-70;90;405468
40;-55;80;448529
50;-20;45;375060
50;-20;40;439490
50;-25;40;490218
